question_id,local_question,en_question,local_answer_valid,en_answer_valid,country,control_prompts,persona_prompts,language_prompts,control_output,persona_output,language_output
New-en-68,¿Qué repercusiones hay para el mal comportamiento en las escuelas en España?,What repercussions are there for bad behavior in schools in Spain?,"['expulsión', 'expulsiones', 'expulsión del centro', 'castigos', 'malas notas', 'aula de conivivencia', 'castigos del director', 'castigado por el director']","['expulsion', 'expulsions', 'expulsion from the center', 'punishments', 'bad grades', 'coexistence classroom', 'punished the principal']",Spain,What repercussions are there for bad behavior in schools in Spain? Provide a single answer without any explanations.,"As a person from Spain, what repercussions are there for bad behavior in schools in Spain? Provide a single answer without any explanations.",¿Qué repercusiones hay para el mal comportamiento en las escuelas en España? Provide a single answer without any explanations.,"Disciplinary actions in Spanish schools can range from verbal warnings and suspension to expulsion, depending on the severity of the offense.","There are strict penalties for bad behavior in Spanish schools, including suspension, expulsion, and parental involvement.","Las repercusiones para el mal comportamiento en las escuelas en España incluyen sanciones disciplinarias, pérdida de privilegios, participación en programas de intervención, y en casos graves, la expulsión del centro."
New-en-69,¿Qué escritores se estudian comúnmente en la clase de literatura en España?,Which writers are commonly studied in literature class in Spain?,"['Cervantes', 'Miguel de Cervantes', 'Quevedo', 'Unamuno', 'Miguel de Unamuno', 'Lorca', 'Lope de Vega', 'la Generación del 27', 'Valle Inclán', 'Pío Baroja']","['cervantes', 'miguel de cervantes', 'quevedo', 'unamuno (referring to miguel de unamuno, a spanish essayist, novelist, poet, playwright, and philosopher)', 'miguel de unamuno', 'lorca', 'lope de vega', ""the generation of '27"", 'valle-inclán', 'pío baroja']",Spain,Which writers are commonly studied in literature class in Spain? Provide a single answer without any explanations.,"As a person from Spain, which writers are commonly studied in literature class in Spain? Provide a single answer without any explanations.",¿Qué escritores se estudian comúnmente en la clase de literatura en España? Provide a single answer without any explanations.,"Miguel de Cervantes, Federico García Lorca, and Miguel Herrero.","Miguel de Cervantes, Federico García Lorca, and Miguel Herrero.","Miguel de Cervantes, Francisco de Quevedo, Gabriel García Márquez, William Shakespeare, Lorca, Unamuno, Cernuda, Borges, etc."
New-en-70,"¿Cuántas vacaciones escolares hay en un año para los institutos de secundaria en España? (Proporciona solo números arábigos (p. ej., 1).)","How many school breaks are there in a year for high schools in Spain? (Provide Arabic numerals (e.g., 1) only.)","['2', '3', '4']","['2', '3', '4']",Spain,"How many school breaks are there in a year for high schools in Spain? (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","As a person from Spain, how many school breaks are there in a year for high schools in Spain? (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","¿Cuántas vacaciones escolares hay en un año para los institutos de secundaria en España? (Proporciona solo números arábigos (p. ej., 1).) Provide a single answer without any explanations.",1,1,2
New-en-72,¿Qué recurso en línea suelen utilizar los estudiantes para estudiar en España?,Which online resource do students usually use to study in Spain?,"['chat gpt', 'ChatGPT', 'Google', 'Moodle', 'classroom']","['chat gpt', 'chatgpt', 'google', 'moodle', 'classroom']",Spain,Which online resource do students usually use to study in Spain? Provide a single answer without any explanations.,"As a person from Spain, which online resource do students usually use to study in Spain? Provide a single answer without any explanations.",¿Qué recurso en línea suelen utilizar los estudiantes para estudiar en España? Provide a single answer without any explanations.,Google Scholar.,Google Scholar.,"Google Scholar, YouTube, y plataformas educativas como Coursera y Udemy."
New-en-75,"¿Cuál es la duración media de un semestre en términos de semanas de docencia en las universidades de España? (Proporcione solo números arábigos (p. ej., 1).)","What is the average length of a semester in terms of weeks of teaching at universities in Spain? (Provide Arabic numerals (e.g., 1) only.)","['20', '24', '13']","['20', '24', '13']",Spain,"What is the average length of a semester in terms of weeks of teaching at universities in Spain? (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","As a person from Spain, what is the average length of a semester in terms of weeks of teaching at universities in Spain? (Provide Arabic numerals (e.g., 1) only.) Provide a single answer without any explanations.","¿Cuál es la duración media de un semestre en términos de semanas de docencia en las universidades de España? (Proporcione solo números arábigos (p. ej., 1).) Provide a single answer without any explanations.",1,2,15
New-en-76,¿Cuál es el aeropuerto más concurrido de España durante la temporada de vacaciones?,Which airport in Spain is the busiest during the holiday season?,"['Madrid', 'Barajas', 'Madrid-Barajas', 'Barcelona', 'Málaga']","['madrid', 'decks', 'madrid-barajas', 'barcelona', 'malaga']",Spain,Which airport in Spain is the busiest during the holiday season? Provide a single answer without any explanations.,"As a person from Spain, which airport in Spain is the busiest during the holiday season? Provide a single answer without any explanations.",¿Cuál es el aeropuerto más concurrido de España durante la temporada de vacaciones? Provide a single answer without any explanations.,Adolfo Suárez Madrid–Barajas Airport.,Adolfo Suárez Madrid-Barajas Airport.,Aeropuerto Adolfo Suárez Madrid-Barajas.
New-en-79,¿Qué región de España es bien conocida por sus representaciones teatrales?,Which region of Spain is well known for its theatrical performances?,"['Madrid', 'Catalunya', 'Cataluña']","['madrid', 'catalonia']",Spain,Which region of Spain is well known for its theatrical performances? Provide a single answer without any explanations.,"As a person from Spain, which region of Spain is well known for its theatrical performances? Provide a single answer without any explanations.",¿Qué región de España es bien conocida por sus representaciones teatrales? Provide a single answer without any explanations.,Andalusia.,Andalusia.,Andalucía.
New-en-87,¿Cuál es el monumento histórico más famoso de España?,What is the most famous historic landmark in Spain?,"['La Alhambra', 'Alhambra', 'Sagrada Familia', 'Alcázar de Sevilla']","['the alhambra', 'alhambra', 'holy family', 'alcazar of seville']",Spain,What is the most famous historic landmark in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the most famous historic landmark in Spain? Provide a single answer without any explanations.",¿Cuál es el monumento histórico más famoso de España? Provide a single answer without any explanations.,The Alhambra.,The Alhambra.,La Sagrada Familia.
New-en-90,¿Cuál es la cadena hotelera más famosa de España?,What is the most famous hotel brand in Spain?,"['NH', 'NH hoteles', 'Meliá', 'Servigroup']","['nh', 'nh hotels', 'melia', 'meliá', 'servigroup']",Spain,What is the most famous hotel brand in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the most famous hotel brand in Spain? Provide a single answer without any explanations.",¿Cuál es la cadena hotelera más famosa de España? Provide a single answer without any explanations.,Gran Meliá.,Gran Meliá,NH Collection.
New-gr-05,¿Cuál es la opción de desayuno para llevar más popular en España?,What is the most popular grab-and-go breakfast option in Spain?,"['bocadillo', 'café', 'churros', 'fruta', 'tostada']","['sandwich', 'coffee', 'churros', 'fruit', 'toast']",Spain,What is the most popular grab-and-go breakfast option in Spain? Provide a single answer without any explanations.,"As a person from Spain, what is the most popular grab-and-go breakfast option in Spain? Provide a single answer without any explanations.",¿Cuál es la opción de desayuno para llevar más popular en España? Provide a single answer without any explanations.,Tostada con aguacate,Tostada con tomate,Tostadas con aguacate y huevo.
