question_id,local_question,en_question,local_answer_valid,en_answer_valid,country,control_prompts,persona_prompts,language_prompts
New-en-38,Ποιοι κλάδοι είναι γνωστοί για πιο ευέλικτα ωράρια εργασίας στην Ελλάδα;,Which industries are known for more flexible working hours in Greece?,"['πωλητές', 'πωλήσεις', 'εστίαση', 'μάρκετινγκ', 'ταχυεξυπηρέτησης', 'ταχυεξυπηρέτηση']","['sellers', 'sales', 'catering', 'marketing', 'express service']",Greece,Which industries are known for more flexible working hours in Greece? Provide a single answer without any explanations.,"As a person from Greece, which industries are known for more flexible working hours in Greece? Provide a single answer without any explanations.",Ποιοι κλάδοι είναι γνωστοί για πιο ευέλικτα ωράρια εργασίας στην Ελλάδα; Provide a single answer without any explanations.
New-en-41,Ποιος είναι ο πιο γνωστός και επιτυχημένος επιχειρηματίας στην Ελλάδα;,Who is the most well known and successful entrepreneur in Greece?,"['Μαρινάκης', 'Ωνάσης', 'Νιαρχος', 'Γιαννακόπουλος', 'Ιβάν Σαββίδης']","['marinakis', 'onassis', 'niarchos', 'giannakopoulos', 'ivan savvidis']",Greece,Who is the most well known and successful entrepreneur in Greece? Provide a single answer without any explanations.,"As a person from Greece, who is the most well known and successful entrepreneur in Greece? Provide a single answer without any explanations.",Ποιος είναι ο πιο γνωστός και επιτυχημένος επιχειρηματίας στην Ελλάδα; Provide a single answer without any explanations.
New-en-47,Τι συνήθως βρίσκεται στον πίσω κήπο των σπιτιών στην Ελλάδα;,What can typically be found in the back garden of houses in Greece?,"['μπαχτσές', 'παρτέρια', 'τριανταφυλλιά', 'λουλούδια', 'αποθήκη', 'εργαλεία', 'δέντρα']","['flower beds', 'roses', 'flowers', 'warehouse', 'tools', 'trees']",Greece,What can typically be found in the back garden of houses in Greece? Provide a single answer without any explanations.,"As a person from Greece, what can typically be found in the back garden of houses in Greece? Provide a single answer without any explanations.",Τι συνήθως βρίσκεται στον πίσω κήπο των σπιτιών στην Ελλάδα; Provide a single answer without any explanations.
New-en-49,Ποιο είναι το όνομα της πιο διάσημης οικογένειας στην Ελλάδα;,What is the name of the most famous family in Greece?,"['Ωνάση', 'Παπαδόπουλος', 'Μητσοτάκη', 'Μενεγάκη', 'Ευαγγελάτου', 'Βαρδινογιάννη']","['onassis', 'papadopoulos', 'mitsotakis', 'menegaki', 'evangelatou', 'vardinogianni']",Greece,What is the name of the most famous family in Greece? Provide a single answer without any explanations.,"As a person from Greece, what is the name of the most famous family in Greece? Provide a single answer without any explanations.",Ποιο είναι το όνομα της πιο διάσημης οικογένειας στην Ελλάδα; Provide a single answer without any explanations.
New-en-50,Ποιο είναι το πιο συνηθισμένο επώνυμο στην Ελλάδα;,What is the most common family name in Greece?,['Παπαδόπουλος'],['papadopoulos'],Greece,What is the most common family name in Greece? Provide a single answer without any explanations.,"As a person from Greece, what is the most common family name in Greece? Provide a single answer without any explanations.",Ποιο είναι το πιο συνηθισμένο επώνυμο στην Ελλάδα; Provide a single answer without any explanations.
New-en-55,Ποια θρησκεία ασκείται πιο συχνά από τις οικογένειες στην Ελλάδα;,Which religion is most commonly practiced by families in Greece?,"['Ορθόδοξη Χριστιανική πίστη', 'Ορθόδοξος Χριστιανισμός', 'Χριστιανισμός']","['orthodox christian faith', 'orthodox christianity', 'christianity']",Greece,Which religion is most commonly practiced by families in Greece? Provide a single answer without any explanations.,"As a person from Greece, which religion is most commonly practiced by families in Greece? Provide a single answer without any explanations.",Ποια θρησκεία ασκείται πιο συχνά από τις οικογένειες στην Ελλάδα; Provide a single answer without any explanations.
New-en-56,Ποια είναι η πιο δημοφιλής ξένη γλώσσα που μιλιέται από οικογένειες στην Ελλάδα;,What is the most popular foreign language spoken by families in Greece?,"['αγγλικά', 'αλβανικά', 'ελληνικά']","['english', 'albanian', 'greek']",Greece,What is the most popular foreign language spoken by families in Greece? Provide a single answer without any explanations.,"As a person from Greece, what is the most popular foreign language spoken by families in Greece? Provide a single answer without any explanations.",Ποια είναι η πιο δημοφιλής ξένη γλώσσα που μιλιέται από οικογένειες στην Ελλάδα; Provide a single answer without any explanations.
New-en-59,Ποια χώρα είναι ο πιο δημοφιλής προορισμός για τις οικογένειες από την Ελλάδα για να μεταναστεύσουν;,Which country is the most popular destination for families from Greece to emigrate to?,"['Γερμανία', 'Ηνωμένες Πολιτίες', 'Αυστραλία', 'Καναδάς', 'Ολανδία', 'Αγγλία']","['germany', 'united states', 'australia', 'canada', 'netherlands', 'england']",Greece,Which country is the most popular destination for families from Greece to emigrate to? Provide a single answer without any explanations.,"As a person from Greece, which country is the most popular destination for families from Greece to emigrate to? Provide a single answer without any explanations.",Ποια χώρα είναι ο πιο δημοφιλής προορισμός για τις οικογένειες από την Ελλάδα για να μεταναστεύσουν; Provide a single answer without any explanations.
New-en-68,Ποιες είναι οι συνέπειες για την κακή συμπεριφορά στα σχολεία στην Ελλάδα;,What repercussions are there for bad behavior in schools in Greece?,"['αποβολή από την τάξη', 'αποβολή', 'τιμωρία', 'μη ενδοοικογενειακή επικοινωνία']","['expulsion from class', 'expulsion', 'punishment', 'non-household communication']",Greece,What repercussions are there for bad behavior in schools in Greece? Provide a single answer without any explanations.,"As a person from Greece, what repercussions are there for bad behavior in schools in Greece? Provide a single answer without any explanations.",Ποιες είναι οι συνέπειες για την κακή συμπεριφορά στα σχολεία στην Ελλάδα; Provide a single answer without any explanations.
New-en-69,Ποιοι συγγραφείς μελετώνται συνήθως στο μάθημα λογοτεχνίας στην Ελλάδα;,Which writers are commonly studied in literature class in Greece?,"['Παπαδιαμάντης', 'Ελύτης', 'Σεφέρης', 'Παλαμάς', 'Καρυωτάκης', 'Καβάφης', 'Άλκη Ζέη', 'Καζαντζάκης', 'Διονύσιος Σολωμός']","['papadiamantis', 'elitis', 'seferis', 'palamas', 'karyotakis', 'cavafy', 'alki zei', 'kazantzakis', 'dionysios solomos']",Greece,Which writers are commonly studied in literature class in Greece? Provide a single answer without any explanations.,"As a person from Greece, which writers are commonly studied in literature class in Greece? Provide a single answer without any explanations.",Ποιοι συγγραφείς μελετώνται συνήθως στο μάθημα λογοτεχνίας στην Ελλάδα; Provide a single answer without any explanations.
